timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,sma_short,sma_medium,sma_long,ema_short,ema_medium,ema_long,rsi,rsi_overbought,rsi_oversold,rsi_momentum,macd,macd_signal,macd_hist,macd_cross_up,macd_cross_down,bb_upper,bb_middle,bb_lower,bb_width,bb_pct_b,bb_upper_cross,bb_lower_cross,atr,atr_pct,atr_increasing,atr_high,stoch_k,stoch_d,stoch_overbought,stoch_oversold,stoch_cross_up,stoch_cross_down,obv,volume_sma,volume_ratio,returns,volatility,tr_pct
2025-03-14 20:50:00,0.1702,0.1702,0.16995,0.1702,520775.0,1741985699999,88565.21891000,1018,318279.00000000,54121.20151000,0,0.170683,0.17251453,0.17251453,0.1703666114880151,0.17251453,0.17251453,34.055856321587655,False,False,-0.1622263697859836,-0.0003199269735233712,-8.020661309196341e-05,-0.00023972036043140777,False,False,0.17211910731163318,0.170683,0.16924689268836682,0.016827772087825776,0.33183707927413536,False,False,0.00044285714285714165,0.2601980862850421,False,True,44.675552425018225,39.57120223327396,False,False,False,False,-12554326.0,1576141.9,0.3304112402569845,-5.875095470309066e-05,0.006467139402567941,0.1527614571092892
2025-03-14 20:55:00,0.17021,0.17055,0.1702,0.17049,896517.0,1741985999999,152753.08534000,1249,548156.00000000,93403.11824000,0,0.17059600000000003,0.17251453,0.17251453,0.1703855943360128,0.17251453,0.17251453,42.560550965242825,False,False,8.50469464365517,-0.0003009441255256706,-0.00012435411557870486,-0.00017659000994696577,False,False,0.17183476678914747,0.17059600000000003,0.16935723321085258,0.014522811662025415,0.4572155142805471,False,False,0.0004249999999999988,0.24928148278491338,False,True,52.436559622726385,45.56555544162338,False,False,False,False,-11657809.0,1533851.65,0.5844874241912509,0.0017038777908344738,0.006733351872387543,0.20529063288170388
2025-03-14 21:00:00,0.17049,0.17055,0.17032,0.1704,903822.0,1741986299999,154051.49479000,1333,549884.00000000,93710.97616000,0,0.17052050000000002,0.17251453,0.17251453,0.17038781059201083,0.17251453,0.17251453,40.801851786061654,False,False,-1.7586991791811712,-0.00029872786952764296,-0.0001592288663684925,-0.00013949900315915047,False,False,0.1715952724361341,0.17052050000000002,0.16944572756386594,0.012605785651978205,0.44394162152433947,False,False,0.000417142857142858,0.24480214621059745,False,True,58.652094717668554,51.921402255137714,False,False,False,False,-12561631.0,1522793.6,0.5935288932131051,-0.0005278901988386986,0.006582003530012216,0.13497652582160094
2025-03-14 21:05:00,0.1704,0.17045,0.17019,0.17035,4530915.0,1741986599999,771803.33497000,1337,550611.00000000,93779.11992000,0,0.17045749999999998,0.17251453,0.17251453,0.17038199357785533,0.17251453,0.17251453,39.817455423588896,False,False,-0.9843963624727579,-0.00030454488368314436,-0.00018829206983142288,-0.00011625281385172149,False,False,0.17140335800647927,0.17045749999999998,0.1695116419935207,0.011097874912858434,0.44317328855727295,False,False,0.00041285714285714336,0.24235817015388514,False,True,63.36164329448977,58.15009921162823,False,False,False,False,-17092546.0,1668244.95,2.715977051211814,-0.0002934272300468832,0.006437509867364208,0.15262694452596565
2025-03-14 21:10:00,0.17035,0.17043,0.17006,0.17031,995659.0,1741986899999,169583.35789000,1172,366401.00000000,62405.65597000,0,0.1704,0.17251453,0.17251453,0.17037091764280066,0.17251453,0.17251453,39.0066741322655,False,False,-0.8107812913233943,-0.0003156208187378162,-0.00021375781961270157,-0.00010186299912511465,False,False,0.1712208083307261,0.1704,0.1695791916692739,0.009633900595376662,0.44517599503382704,False,False,0.00039428571428571605,0.2315106067087758,False,True,67.65756595106794,63.223767987742086,False,False,False,False,-18088205.0,1651163.55,0.6030044691817477,-0.00023481068388619963,0.00641625417957693,0.21725089542599332
2025-03-14 21:15:00,0.17032,0.17064,0.17027,0.17054,562361.0,1741987199999,95864.71453000,1097,202316.00000000,34492.49709000,0,0.17035899999999998,0.17251453,0.17251453,0.17039693031313902,0.17068653846153847,0.17251453,45.8362183754854,False,False,6.8295442432199,-0.00028960814839945614,-0.0002289278853700525,-6.0680263029403645e-05,False,False,0.1710494735217301,0.17035899999999998,0.16966852647826985,0.008106099727400706,0.6310694721113131,False,False,0.00039928571428571514,0.23413024175308736,True,False,78.30318424695969,69.77413116417246,False,False,False,False,-17525844.0,1648467.15,0.34114176918842454,0.0013504785391345031,0.006625620556420159,0.21695789844023775
2025-03-14 21:20:00,0.17053,0.17069,0.17045,0.17062,424470.0,1741987499999,72390.47392000,734,317695.00000000,54181.45683000,0,0.1703445,0.17251453,0.17251453,0.17043124872650225,0.1706816096866097,0.17251453,48.016544154507116,False,False,2.1803257790217145,-0.000250360960107443,-0.0002332145003175306,-1.7146459789912417e-05,False,False,0.1709974116971003,0.1703445,0.1696915883028997,0.007665779606624225,0.7109779938263703,False,False,0.00039214285714285875,0.22983405060535622,False,False,88.68471035137686,78.21515351646816,True,False,False,False,-17101374.0,1573652.45,0.26973554421117574,0.00046909815878981576,0.00615816522840968,0.14066346266558316
2025-03-14 21:25:00,0.17061,0.17062,0.17039,0.1705,409523.0,1741987799999,69808.30495000,619,286113.00000000,48770.98170000,0,0.170333,0.17251453,0.17251453,0.1704418258455019,0.1706681571172312,0.17251453,45.0848479611117,False,False,-2.9316961933954175,-0.000226331271729302,-0.0002318378545998849,5.506582870582892e-06,True,False,0.1709650925981464,0.170333,0.16970090740185362,0.007421845422160054,0.6321008982621584,False,False,0.0003814285714285722,0.2237117720988693,False,False,91.34038800705474,86.10942753513042,True,False,False,False,-17510897.0,1516613.35,0.2700246572404232,-0.0007033173133277337,0.006109954504202907,0.1348973607038007
2025-03-14 21:30:00,0.1705,0.17085,0.17041,0.17078,893720.0,1741988099999,152435.08282000,893,575765.00000000,98190.31260000,0,0.17032699999999998,0.17251453,0.17251453,0.17049385263850161,0.17067644177521407,0.17251453,52.389394154634694,False,False,7.304546193522995,-0.0001825891367124577,-0.00022198811102239947,3.9398974309941785e-05,False,False,0.1709383694722333,0.17032699999999998,0.16971563052776667,0.007178773444413494,0.8704797349017264,False,False,0.0003585714285714283,0.20996101918926593,False,False,92.02835332606271,90.68448389483144,True,False,False,False,-16617177.0,1464281.65,0.6103470599389127,0.0016422287390027712,0.006260613789549781,0.25764141000116875
2025-03-14 21:35:00,0.17077,0.17099,0.17067,0.17084,1044442.0,1741988399999,178446.66843000,1094,653292.00000000,111620.72131000,0,0.1703225,0.17251453,0.17251453,0.17054710607873214,0.17068855719927228,0.17251453,53.80731554324542,False,False,1.4179213886107291,-0.00014145112054014808,-0.0002058807129259492,6.442959238580113e-05,False,False,0.1709162525623212,0.1703225,0.16972874743767877,0.006972097782984871,0.9357875930479239,False,False,0.0003371428571428573,0.19734421513864278,False,False,89.66276192821324,91.01050108711024,True,False,False,True,-15572735.0,1461745.8,0.7145168469100441,0.0003513291954562181,0.0062692745575530645,0.18730976352143217
