timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,sma_short,sma_medium,sma_long,ema_short,ema_medium,ema_long,rsi,rsi_overbought,rsi_oversold,macd,macd_signal,macd_hist,macd_cross_up,macd_cross_down,bb_upper,bb_middle,bb_lower,bb_width,bb_pct_b,atr,atr_pct,stoch_k,stoch_d,stoch_cross_up,stoch_cross_down,obv,volume_sma,volume_ratio,returns,volatility,tr_pct
2025-03-14 15:00:00,83460.91,85180.78,17570.7,84710.04,218.93088,1741967999999,18427880.36785220,5486,147.47052000,12472628.74075070,0,82300.3335,82431.8088,84032.06155000001,83110.3058667461,82600.66798742549,82406.08848029896,73.56020488233116,True,False,509.6378793206095,230.1170989115126,279.5207804090969,False,False,84394.56303698223,82300.3335,80206.10396301775,0.05089237061189403,1.0753205313569305,13661.411172207538,16.1272632762392,98.23787356939731,97.81134313591868,False,False,1317.5425699999996,150.82804449999998,1.4515263439618489,0.014897212801955995,0.018628600287618754,79.81353804106338
2025-03-14 16:00:00,84710.04,85021.41,84060.0,84783.3,189.34521,1741971599999,16011266.66868570,4342,108.83091000,9203142.45778560,0,82520.8005,82494.0948,83999.80715,83367.6895795544,82762.34443280137,82499.3124614637,73.98270779262843,True,False,605.3451467530249,305.1627084798151,300.1824382732098,False,False,84684.6434048655,82520.8005,80356.95759513449,0.05244357523811245,1.0227966168229363,12754.268150196487,15.043373105548483,98.76749397326803,98.21604330512928,False,False,1506.8877799999996,152.273933,1.243451234690313,0.0008648325511357857,0.018575728126472502,1.1339615230829696
2025-03-14 17:00:00,84783.3,84819.88,17546.1,84345.72,217.9417,1741975199999,18318474.40841590,4826,134.06566000,11320013.18046190,0,82700.71449999999,82548.473,83967.7751,83518.15579808448,82879.63151185312,82571.72060022985,67.086908226892,False,False,638.5242862313607,371.83502403012426,266.6892622012365,False,False,84843.10677758521,82700.71449999999,80558.32222241476,0.05181073200002949,0.883917902713448,16648.51932005094,19.738428126585365,99.16039330573376,98.72192028279972,False,False,1288.9460799999995,155.85054250000002,1.3984019336987548,-0.0051611579167123445,0.020017162241607253,79.75956574915716
2025-03-14 18:00:00,84345.72,85401.4,84203.24,84584.14,185.08377,1741978799999,15635666.42684210,4298,130.60186000,11033574.93657370,0,82859.926,82599.61,83934.24139999998,83682.15336760995,83005.891399864,82650.63900806397,68.7936480145834,False,False,676.2619677459443,432.7204127732883,243.541554972656,False,False,85064.3513939505,82859.926,80655.5006060495,0.053208480875314795,0.8910801437716313,15544.922140648652,18.378057802146657,98.99100705868788,98.97296477922988,False,False,1474.0298499999994,158.4806225,1.1678637241597154,0.002826699446041747,0.019056687409291756,1.4165303329914911
2025-03-14 19:00:00,84584.3,84918.28,17546.1,84603.33,166.25364,1741982399999,14032289.12517810,3791,104.23488000,8823057.99082070,0,83034.424,82655.0902,83900.52745,83823.87284951612,83124.22018505927,82727.2151253948,68.93328835313731,False,False,699.6526644568512,486.10686311000086,213.54580134685034,False,False,85210.54280160386,83034.424,80858.30519839613,0.052414858724229005,0.8604826167679062,19246.869395715006,22.749541177297637,98.794928859742,98.98210974138789,False,True,1640.2834899999993,160.6397385,1.034947152880232,0.0002268746835991653,0.01828145528873832,79.63301208120293
2025-03-14 20:00:00,84603.33,84603.33,17546.1,84127.07,145.7828,1741985999999,12243012.56658910,3562,87.48383000,7359440.70927950,0,83165.72750000001,82686.95899999999,83870.46285,83870.51856497518,83198.50535653635,82782.11139498715,61.56971147955954,False,False,672.0132084388315,523.288132175767,148.72507626306447,False,False,85271.67807533477,83165.72750000001,81059.77692466525,0.050644673921352086,0.7282443166661648,22661.895380260004,26.93769720050871,98.58047934354431,98.78880508732475,False,False,1494.5006899999994,158.995139,0.916900987771708,-0.005629329247442083,0.019601080009002778,79.70945618336643
2025-03-14 21:00:00,84127.2,84569.45,83953.55,84205.33,117.16066,1741989599999,9860772.87753280,2973,80.94353000,6812807.82005940,0,83296.2775,82709.7216,83843.0386,83922.02801651745,83273.08495975588,82837.92388930138,62.28269727166459,False,False,648.9430567615636,548.4191170929264,100.52393966863724,False,False,85318.44249493805,83296.2775,81274.11250506194,0.0485535501856743,0.7247720888937289,21087.18132728991,25.042573109433704,98.39439218454567,98.58993346261066,False,False,1611.6613499999994,157.117997,0.74568580453581,0.0009302594277917908,0.019607459525473072,0.7314263835792748
2025-03-14 22:00:00,84205.79,84512.05,79800.47,84490.57,147.0848,1741993199999,12399957.52335750,2800,95.27174000,8032189.03052930,0,83413.421,82737.03319999999,83816.50295000001,84009.4960139763,83363.269036811,82902.73354070133,64.8429065192754,False,False,646.2269771652936,567.9806891073999,78.24628805789371,False,False,85427.29332186995,83413.421,81399.54867813006,0.04828652985878484,0.7674322965519079,19917.495451129755,23.573631295338345,98.33899980301221,98.43795711036739,False,False,1758.7461499999995,155.41583450000002,0.9463952014490518,0.003387434025850844,0.01894300943085604,5.576456638888815
2025-03-14 23:00:00,84490.57,84569.45,17522.9,83959.82,109.94665,1741996799999,9240389.46107860,2530,58.73646000,4944506.27520160,0,83518.3,82755.00020000001,83782.14194999999,84001.85355028765,83407.45799704723,82944.18791165421,57.0790763058325,False,False,594.3955532404216,573.2636619340043,21.131891306417288,False,False,85413.07206669242,83518.3,81623.52793330759,0.04537381787446378,0.6165100562123913,23283.856669569544,27.732142195599685,98.25708171827388,98.3301579019439,False,False,1648.7994999999994,154.257946,0.712745455589043,-0.00628176611898823,0.019890046867646075,79.85551898515264
2025-03-15 00:00:00,83959.84,84405.01,83951.24,84304.22,123.35649,1742000399999,10385927.79898150,3026,91.90039000,7737192.73882370,0,83636.04550000001,82767.3922,83756.72804999999,84048.371465628,83473.88481208077,82997.52250335405,60.39300579728578,False,False,574.4866535472393,573.5082602566513,0.9783932905879738,False,False,85415.34123115231,83636.04550000001,81856.7497688477,0.04254853802604299,0.6877637562720591,21653.136112549193,25.684522213181253,98.30584479796472,98.30064210641694,True,False,1772.1559899999993,153.61639,0.8030164619803916,0.004101962105206969,0.020087115357082082,0.5382530079751517
2025-03-15 01:00:00,84304.22,84569.45,83943.04,84353.76,103.79258,1742003999999,8750347.42782250,2878,63.65575000,5366548.73531820,0,83747.249,82780.9618,83736.27215,84095.35431706985,83539.06075192663,83050.70828753624,60.8611288649569,False,False,556.2935651432199,570.065321233965,-13.771756090745157,False,True,85410.26730040256,83747.249,82084.23069959744,0.03971517441492461,0.6823524731667664,20151.227035559717,23.88894939070851,98.23881395925564,98.26724682516476,False,True,1875.9485699999993,152.784446,0.6793399637028497,0.0005876336914094615,0.020086471949483615,0.7425987887202699
2025-03-15 02:00:00,84353.8,84619.5,84181.81,84569.6,126.41433,1742007599999,10663301.88164510,2846,80.23615000,6768214.10126530,0,83873.533,82802.966,83717.09395,84168.3151913668,83615.39699252465,83110.27266841716,62.9175730242738,False,False,552.9181988421478,566.6358967556016,-13.717697913453776,False,False,85375.8064670631,83873.533,82371.25953293689,0.03582234856049532,0.7316712021017048,18743.117187278815,22.162948846014185,98.5382607649452,98.36097317405519,True,False,2002.3628999999994,153.002294,0.826225063004611,0.0025587478258231044,0.019957796292459713,0.5175500416225243
2025-03-15 03:00:00,84567.51,84676.28,84430.62,84461.8,108.85891,1742011199999,9202790.40827060,2776,71.06774000,6008044.47463470,0,83985.3,82813.4418,83696.38795,84213.46670038729,83678.09351159689,83163.27374024395,61.188358246001876,False,False,535.3731887903996,560.3833551625612,-25.01016637216162,False,False,85301.9244110899,83985.3,82668.6755889101,0.03135368715929809,0.6809551744546322,17421.87019302971,20.626922695265446,98.61564412884786,98.4642396176829,False,False,1893.5039899999995,151.99697,0.716191316182158,-0.0012746897230210275,0.02013494112616999,0.2908533798711411
2025-03-15 04:00:00,84462.12,84572.76,84298.92,84463.28,77.07248,1742014799999,6507841.72654770,1957,49.97332000,4219699.79666990,0,84079.188,82826.9622,83672.86949999999,84251.89951571233,83736.25547370082,83214.25437788144,61.204123108496624,False,False,515.6440420115105,551.4354925323511,-35.79145052084061,False,False,85241.96750622713,84079.188,82916.40849377286,0.02765915166133937,0.6651611496173795,16197.010848505632,19.176393396640094,98.66942649979988,98.60777713119766,False,False,1970.5764699999995,148.81883299999998,0.5178946672696997,1.752271441057829e-05,0.019917939939888676,0.3242118942101189
2025-03-15 05:00:00,84463.29,84467.54,83943.04,84302.45,53.87509,1742018399999,4544699.14534050,2466,28.15658000,2374963.48143370,0,84155.0655,82841.3568,83646.7141,84259.67651329504,83778.19580898224,83256.92871600375,58.42677621426123,False,False,481.48070431279484,537.4445348884399,-55.963830575645034,False,False,85157.04329357468,84155.0655,83153.08770642531,0.023812655545367795,0.5735467896320273,15077.545749689234,17.885062355470374,98.53823621126963,98.60776894663911,False,True,1916.7013799999995,144.945075,0.37169313962547534,-0.0019041410657980595,0.020093158245053186,0.622164599012247
2025-03-15 06:00:00,84302.45,84318.53,83943.04,84184.1,64.11531,1742021999999,5400022.70541720,1642,36.44655000,3069655.70764090,0,84212.384,82859.5252,83615.7587,84248.0493574035,83808.26278609467,83293.28837419968,56.398609155278415,False,False,439.7865713088395,517.9129421725198,-78.12637086368034,False,False,85073.37106934181,84212.384,83351.3969306582,0.02044799181416845,0.4835746662132674,14027.398877142998,16.66276515059613,98.40186509719574,98.53650926942174,False,False,1852.5860699999996,142.081204,0.4512582114661696,-0.0014038737901448384,0.020088880066201936,0.44603434615325843
2025-03-15 07:00:00,84184.09,84192.41,83771.41,83828.0,122.84204,1742025599999,10316357.04036830,2432,62.01524000,5208243.48844000,0,84239.5025,82873.2078,83585.23925,84183.42637934143,83809.7248019395,83314.2574575644,50.69623272231322,False,False,373.7015774019237,489.07066921840067,-115.36909181647695,False,False,85011.59880098375,84239.5025,83467.40619901626,0.018330979601493807,0.23351607858003023,13055.513214459166,15.574167598486385,98.0898959169693,98.34333240847822,False,False,1729.7440299999996,141.2060635,0.8699487610884358,-0.004230014931560833,0.020514345627363324,0.5022188290308728
2025-03-15 08:00:00,83826.34,84233.78,83548.65,83891.36,154.94842,1742029199999,12990819.41119000,3156,95.87859000,8039303.60581870,0,84263.04250000001,82885.3096,83576.9908,84138.49309021198,83815.77185364769,83336.88892981678,51.633281059923675,False,False,322.72123656429176,455.80078268757893,-133.07954612328717,False,False,84958.7604370929,84263.04250000001,83567.32456290712,0.016513003007051243,0.2328784553456308,12171.914389279851,14.50913942661062,98.12165294440318,98.20447131952274,False,False,1884.6924499999996,141.2386125,1.0970684096744439,0.0007558333730972588,0.020475505184661857,0.8166872011611264
2025-03-15 09:00:00,83891.38,84155.45,83540.04,83966.96,123.21577,1742032799999,10331186.52883780,2898,79.08269000,6630786.82154310,0,84280.0735,82901.843,83555.86940000001,84112.10338402551,83826.9709755997,83361.59759923574,52.78631242669736,False,False,285.13240842580853,421.6671078352249,-136.53469940941636,False,False,84927.62132279672,84280.0735,83632.52567720327,0.015366569959071645,0.25823136996456,11346.449769098992,13.512993407286617,98.36734722946089,98.19296536361112,True,False,2007.9082199999996,138.112822,0.892138530049006,0.0009011655073896119,0.020359940316119478,0.7329192339463086
2025-03-15 10:00:00,83966.94,85457.0,83540.04,83912.2,93.12649,1742036399999,7810433.12074470,2305,58.34803000,4893378.56988870,0,84302.3525,82920.4118,83538.68405,84081.34901725236,83833.2842366664,83383.18985024611,51.8226162051833,False,False,248.06478058596258,386.94664238537246,-138.88186179940988,False,False,84860.97368695299,84302.3525,83743.731313047,0.013252801858714308,0.1507897398878766,10672.914769721438,12.719145451700037,98.3820128091155,98.29033766099319,False,False,1914.7817299999995,132.457401,0.7030674714808877,-0.0006521612786745123,0.020260494280270477,2.284483066824617
2025-03-15 11:00:00,83912.17,84178.02,83861.85,84131.0,92.79938,1742039999999,7797128.13924340,2072,72.16488000,6063269.09931920,0,84273.40050000002,82934.4096,83524.6141,84088.98762998276,83855.33725617258,83412.51573847176,55.331648152896776,False,False,233.65037381017464,356.2873886703329,-122.63701486015827,False,False,84803.81097653379,84273.40050000002,83742.99002346625,0.012587850339177158,0.36576386939921995,9933.147269983869,11.806762394342,98.23929047933336,98.32955017263657,False,True,2007.5811099999994,126.15082600000001,0.7356224524443462,0.002607487349872928,0.013536157199272035,0.3758067775255236
2025-03-15 12:00:00,84106.96,84279.16,84019.49,84136.53,108.35762,1742043599999,9120082.79162150,2501,71.30897000,6002228.41129570,0,84241.062,82953.6706,83506.70625,84096.30184075465,83876.16634830796,83440.90845461012,55.420026609220194,False,False,220.13549244668684,329.0570094256037,-108.92151697891688,False,False,84719.49628600152,84241.062,83762.62771399849,0.011358695501761759,0.3907561570538497,9242.18459380384,10.98474657060832,97.94346285591477,98.18825538145454,False,False,2115.9387299999994,122.1014465,0.8874392818925368,6.573082454752743e-05,0.013484868121487028,0.30862931951198636
2025-03-15 13:00:00,84136.55,84465.5,84034.73,84459.98,104.7576,1742047199999,8834433.88235230,2600,75.09186000,6332307.89393000,0,84246.775,82983.3802,83487.97445,84152.2523267924,83919.41180398886,83480.87204462542,60.36022481427682,False,False,232.8405228035408,309.81371210119113,-76.97318929765032,False,False,84732.74122444134,84246.775,83760.80877555865,0.011536731808222891,0.7193619528240831,8612.79782522966,10.19748977590293,81.36462736598604,92.51579356707805,False,False,2220.6963299999993,116.4422415,0.8996528978704004,0.003844346801561649,0.013125028405342703,0.5100285365921281
2025-03-15 14:00:00,84460.01,84606.03,84116.2,84150.69,118.12589,1742050799999,9949917.16527220,2808,77.93403000,6564110.93552130,0,84225.10250000001,83017.3884,83467.8313,84152.01196882433,83936.5435222119,83507.13941542442,54.17766587083209,False,False,215.46844661243085,290.9446590034391,-75.47621239100823,False,False,84687.02004575117,84225.10250000001,83763.18495424885,0.01096864312515759,0.4194526158570162,8032.585827548944,9.545478269457973,59.30029949715615,79.53612990635231,False,False,2102.5704399999995,113.0943475,1.0444897787663525,-0.003661971030540112,0.013294213398912708,0.5820867303643045
2025-03-15 15:00:00,84140.18,84425.38,83939.64,84344.95,103.31695,1742054399999,8709441.34439280,3212,66.27210000,5586812.30727080,0,84212.18350000001,83067.8688,83448.05065,84181.69474285135,83966.79585389991,83539.9947324666,57.14662767415202,False,False,214.89888895144395,275.7355049930401,-60.83661604159613,False,False,84644.57417187994,84212.18350000001,83779.79282812009,0.010269076371352517,0.6535260918358251,7493.525402526569,8.884379447170897,40.611176028712244,60.42536763061815,False,False,2205.8873899999994,109.947513,0.9396933789671077,0.0023084778033310993,0.013534053420138994,0.5758969564864349
2025-03-15 16:00:00,84345.71,85457.0,84153.9,84359.99,113.02598,1742057999999,9531608.56364380,2354,76.42417000,6445191.41027560,0,84223.8295,83118.0912,83427.51860000001,84209.12478241269,83995.92134620363,83572.15140962477,57.37688935953239,False,False,213.2034362090635,263.22909123624476,-50.025655027181244,False,False,84658.96128070187,84223.8295,83788.69771929814,0.010332747472658294,0.656458923524699,7051.352152809912,8.358645079035584,38.872485602203774,46.26132037602406,False,False,2318.9133699999993,108.309672,1.0435446614592276,0.00017831535853662928,0.012242881312109469,1.544689609375257
2025-03-15 17:00:00,84360.86,84495.03,84273.44,84422.25,100.02258,1742061599999,8442701.43312200,2041,64.76469000,5466479.87291390,0,84234.6755,83185.8504,83405.0757,84241.91327742612,84027.50124648484,83605.48860924733,58.37400889605425,False,False,214.41203094128286,253.46567917725238,-39.05364823596952,False,False,84678.15584497232,84234.6755,83791.19515502767,0.010529638592181098,0.7114800600821526,6563.5119921952755,7.7746233868385115,43.594545530423396,41.02606905377981,True,False,2418.935949999999,107.45276800000002,0.930851590533247,0.0007380275886708088,0.012231353707442287,0.26247819739464007
2025-03-15 18:00:00,84422.24,84472.27,84150.25,84223.29,82.17748,1742065199999,6928941.60764650,1794,52.30926000,4410289.86669250,0,84221.3115,83254.59899999999,83379.9612,84239.04815782211,84042.0041171156,83629.71611476706,54.02455602036516,False,False,197.04404070650344,242.1813514831026,-45.13731077659915,False,False,84648.96785420133,84221.3115,83793.65514579866,0.01015553775130495,0.5023131890600484,6117.691129803418,7.263657273188234,41.47904320730063,41.315358113309266,False,False,2336.7584699999993,104.207402,0.7885954205057334,-0.0023567246786244667,0.011968123489903101,0.3823407990830138
