timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,sma_short,sma_medium,sma_long,ema_short,ema_medium,ema_long,rsi,rsi_overbought,rsi_oversold,macd,macd_signal,macd_hist,macd_cross_up,macd_cross_down,bb_upper,bb_middle,bb_lower,bb_width,bb_pct_b,atr,atr_pct,stoch_k,stoch_d,stoch_cross_up,stoch_cross_down,obv,volume_sma,volume_ratio,returns,volatility,tr_pct
2025-03-13 20:00:00,80336.12,81072.06,80194.06,80373.96,160.42744,1741899599999,12911198.12010750,3754,99.76146000,8029085.74462190,0,82309.4365,82536.9324,84434.4498,81323.44840370206,81961.34561863271,82176.49627139828,34.32787258798273,False,False,-637.8972149306501,-338.9633338908249,-298.93388103982517,False,False,84848.49435636499,82309.4365,79770.378643635,0.06169542556314283,0.11885931524796176,11152.725207508422,13.876042946631499,93.91669698598521,93.86621968754382,True,False,-369.6548400000003,175.29095750000002,0.9152065930155009,0.0004057685854459425,0.022486709113037916,1.09239360608834
2025-03-13 21:00:00,80356.9,80873.33,80294.35,80747.44,146.40951,1741903199999,11800307.95169080,3640,91.99287000,7412322.95326690,0,82149.90800000001,82490.24859999999,84390.821,81234.83172620944,81871.42668391918,82120.45484899051,38.78536877032272,False,False,-636.594957709749,-398.48965865460974,-238.10529905513926,False,False,84660.39275656432,82149.90800000001,79639.4232434357,0.061119599952913245,0.22067784989873143,10397.457416524156,12.876516477208632,93.88236503661027,93.84304058929109,False,False,-223.2453300000003,174.9379615,0.8369224652249078,0.00464677863327867,0.02216601755404931,0.7170258276918697
2025-03-13 22:00:00,80747.53,81400.0,80592.79,81399.91,132.48217,1741906799999,10733997.24473800,3180,94.22338000,7634605.12150750,0,82030.5405,82460.8132,84355.40184999998,81260.22838371567,81836.4995221474,82092.19818824579,45.717228827734615,False,False,-576.2711384317226,-434.04595461003237,-142.22518382169028,False,False,84443.3924221736,82030.5405,79617.68857782641,0.05882813662976148,0.36931844134224723,9712.439511330896,11.931757063774267,94.41066980490329,94.06991060916626,False,False,-90.76316000000031,173.998128,0.7613999732227004,0.008080380009570565,0.024321555260370175,0.9916595730879879
2025-03-13 23:00:00,81400.0,81469.27,80838.68,81113.37,123.07132,1741910399999,9994988.76931830,3029,73.62953000,5979690.13518170,0,81907.073,82422.42360000001,84319.29359999999,81237.63478622095,81782.9343723587,82053.81276909889,43.393280717743224,False,False,-545.2995861377422,-456.29668091557437,-89.00290522216778,False,False,84241.01079036243,81907.073,79573.13520963758,0.05698989610732216,0.32996483383630415,9063.735770285108,11.17415756525109,94.779697086301,94.35757730927152,False,False,-213.83448000000033,172.296929,0.714297815488052,-0.003520151312206732,0.024392592568952022,0.7774180754664873
2025-03-14 00:00:00,81113.37,81699.31,80704.37,81501.0,178.67479,1741913999999,14513924.40262140,4228,124.71865000,10132680.96736160,0,81818.33899999999,82389.774,84281.97565,81278.15251141773,81762.05034477657,82032.13383697737,47.29633134230587,False,False,-483.8978333588311,-461.8169114042258,-22.080921954605344,False,False,84070.92257235282,81818.33899999999,79565.75542764716,0.055063048208613206,0.4295611039930183,8487.393046535604,10.413851420885148,95.15578639827955,94.78205109649461,False,False,-35.159690000000325,174.3830915,1.024610749030103,0.004778866911829827,0.02504962487601933,1.2207702972969685
2025-03-14 01:00:00,81500.0,81945.77,80986.57,81594.33,154.7035,1741917599999,12610096.17575330,3623,99.00604000,8070284.66240780,0,81740.862,82363.4724,84241.5975,81326.79520196885,81749.62661553385,82014.9650590567,48.22203031913051,False,False,-422.8314135649998,-454.0198118363806,31.188398271380777,True,False,83910.82778967085,81740.862,79570.89621032914,0.05309378287865015,0.46623633407091214,7949.664825603242,9.742913295082198,95.25281819937685,95.06276722798579,False,False,119.54380999999967,174.826209,0.8848987853989329,0.0011451393234438445,0.02513825682380984,1.175571881036338
2025-03-14 02:00:00,81594.33,82238.01,81444.47,82147.7,181.12805,1741921199999,14823871.07430780,4409,132.95760000,10880890.40574050,0,81683.9335,82351.3064,84203.64725,81453.08824781979,81779.11353290171,82020.1703508584,53.44345165775802,False,False,-326.02528508192336,-428.4209064854892,102.39562140356583,False,False,83745.78566886393,81683.9335,79622.08133113607,0.05048366503711358,0.6124635672244948,7438.512923316107,9.05504709604299,95.76903516691596,95.39254658819078,False,False,300.6718599999997,175.329814,1.0330704508703807,0.006781966344965307,0.026187426290285074,0.965991744138903
2025-03-14 03:00:00,82147.7,82308.17,81561.79,81862.24,133.10442,1741924799999,10910313.94727440,3139,88.59748000,7261253.70231790,0,81620.03099999999,82322.0732,84163.91205,81516.03467123213,81785.27104898306,82013.97700376592,50.60827829754426,False,False,-269.23637775093084,-396.5840007385775,127.34762298764667,False,False,83573.76179998086,81620.03099999999,79666.30020001912,0.047873806859516366,0.5619862777416389,6960.503316748691,8.502703220372043,95.94932406635213,95.65705914421498,False,False,167.5674399999997,174.79226899999998,0.7615006130505693,-0.0034749603458160694,0.026318563911760375,0.9117512543023555
2025-03-14 04:00:00,81861.92,82311.83,17589.1,81949.31,136.18761,1741928399999,10712032.40063050,2844,80.05034000,6558604.86371040,0,81568.3085,82313.25480000001,84122.00515000001,81582.69241411949,81797.42208239173,82011.44104283393,51.4542279164505,False,False,-214.72966827223718,-360.2131342453095,145.48346597307233,False,False,83427.36652643405,81568.3085,79709.25047356595,0.04558285100233636,0.6024716535424167,11086.37754928771,13.5283354421016,96.13030724048531,95.94955549125113,False,False,303.7550499999997,172.51851649999998,0.7894086545776668,0.0010636161434134372,0.02635090533264279,78.97898103107885
2025-03-14 05:00:00,81949.28,82207.55,81675.2,82129.69,120.43146,1741931999999,9874670.61861450,2568,83.25554000,6826759.95688120,0,81503.2375,82313.2426,84080.78345,81666.84588887033,81822.03452073308,82016.07825684045,53.240963985528275,False,False,-155.1886318627512,-319.20823376879787,164.01960190604666,False,False,83179.00113414203,81503.2375,79827.47386585797,0.041121400463190905,0.686915531294703,10332.51828626249,12.580734550760496,96.12487480853355,96.06816870512365,False,False,424.1865099999997,170.13327900000002,0.7078653906388296,0.0022011167635214157,0.02577294248094237,0.6481821616519018
2025-03-14 06:00:00,82129.69,82335.8,81539.36,82043.92,122.05737,1741935599999,10003828.10324020,2575,82.05051000,6724329.03881740,0,81446.75950000001,82318.3226,84038.69565,81724.85729058259,81838.47048216025,82017.17008990553,52.25609679356392,False,False,-113.61319157766411,-278.08922533057114,164.47603375290703,False,False,82961.99882465368,81446.75950000001,79931.52017534635,0.03720809358053506,0.6970515450212706,9651.369709410727,11.7636623279467,96.21922915385274,96.15813706762385,False,False,302.1291399999997,168.855051,0.7228529397086262,-0.0010443239223233425,0.025660248363658048,0.9707483503957421
2025-03-14 07:00:00,82044.0,85095.8,81875.82,82226.46,128.96539,1741939199999,10596260.59948650,2951,88.51459000,7272845.10189430,0,81409.35750000001,82322.4602,83996.79105,81802.02693818527,81867.21044644467,82025.37753736021,54.19798259842518,False,False,-65.18350825940433,-235.50808191633777,170.32457365693344,False,False,82804.04131342616,81409.35750000001,80014.67368657386,0.034263476736716626,0.7929346752769425,9191.9846501112,11.178864625950332,96.10828297918233,96.15079564718955,False,True,431.09452999999974,167.66209999999998,0.7691982266713827,0.0022249058796801613,0.025748864184359687,3.915990059647461
2025-03-14 08:00:00,82226.45,82755.43,81964.61,82585.52,140.63522,1741942799999,11593598.21991920,3348,94.95606000,7827337.59362860,0,81416.1195,82344.731,83959.3223,81922.5643323106,81920.41856152285,82047.34390844412,57.8311945055903,False,False,2.1457707877561916,-187.97731137551898,190.12308216327517,False,False,82832.0742153553,81416.1195,80000.1647846447,0.03478315409899386,0.9129371113773829,8591.901363712153,10.40364141766275,96.0848705931047,96.13746090871325,False,False,571.7297499999997,166.5445425,0.8444300719130439,0.004366720882791331,0.02539449217595096,0.9575770667787675
2025-03-14 09:00:00,82585.52,82930.36,82575.45,82784.9,131.35025,1741946399999,10873717.63287800,3295,92.65863000,7670891.64851900,0,81464.318,82351.7678,83917.97005,82055.23135810897,81984.45422363226,82076.26767674042,59.74091273806869,False,False,70.77713447670976,-136.22642220507325,207.003556681783,False,False,82993.23038388009,81464.318,79935.40561611991,0.037535756056537244,0.9318697441146397,8003.544749325488,9.66787995072228,96.2025892738548,96.13191428204728,True,False,703.0799999999997,164.15700650000002,0.800150129443302,0.002414224672799614,0.02413118964150064,0.4287134489502355
2025-03-14 10:00:00,82776.5,83270.6,17589.1,83037.73,121.39273,1741949999999,10015679.43147810,3501,71.50713000,5930403.36487780,0,81523.761,82358.7618,83874.02375,82206.38499532298,82062.47465151135,82113.97208157413,62.08574722523864,False,False,143.910343811629,-80.1990690017328,224.10941281336179,False,False,83193.7874108073,81523.761,79853.7345891927,0.04097029848285097,0.9532769632272264,12123.399270638718,14.599868361814226,96.60317667234017,96.29687884643322,False,False,824.4727299999997,159.7099495,0.7600824518449929,0.003054059375562579,0.02425279623915504,79.09838094080848
2025-03-14 11:00:00,83036.59,83338.04,82900.39,83285.63,140.34485,1741953599999,11672357.47471300,4569,102.48646000,8523156.38616800,0,81636.32800000001,82370.8968,83832.48785,82372.42268835021,82153.0787513994,82159.91945092416,64.28240824281635,False,False,219.34393695081235,-20.29046781122377,239.63440476203613,False,False,83456.00461893588,81636.32800000001,79816.65138106413,0.04458007025832604,0.95318546791146,11288.702786019549,13.554202310794247,96.94887569184489,96.58488054601328,False,False,964.8175799999997,156.0636545,0.899279530840411,0.0029853898944491863,0.021551875882763718,0.5254808062327129
2025-03-14 12:00:00,83285.63,83500.0,82862.58,83420.56,154.29744,1741957199999,12854072.98997140,3739,95.36732000,7944621.21434480,0,81768.063,82389.8048,83788.22145,82533.67458245017,82246.96625129574,82209.35633520165,65.45556308297388,False,False,286.70833115442656,41.109291981906296,245.59903917252026,False,False,83700.37875027527,81768.063,79835.74724972472,0.0472633367938598,0.9275949724481085,10527.896781201689,12.620266252350367,97.26275070968262,96.93826769128923,False,False,1119.1150199999997,154.116908,1.0011713964570326,0.001620087402832704,0.021037165744068765,0.7641041968550658
2025-03-14 13:00:00,83420.88,85000.0,81821.88,83626.34,185.73158,1741960799999,15510835.50586270,4612,107.53439000,8980703.15160430,0,81949.38,82402.8298,83742.45305,82701.77695438091,82349.1420845331,82264.92432205648,67.22368658685717,False,False,352.6348698478105,103.41440755508714,249.22046229272334,False,False,83864.52231015815,81949.38,80034.23768984186,0.04673964123116357,0.937816028371676,10002.912666753386,11.96143782778654,97.55339346563623,97.25500662238791,False,False,1304.8465999999999,153.06585049999998,1.2134096494632551,0.0024667779741589513,0.01732150017566544,3.800381554424115
2025-03-14 14:00:00,83620.66,85095.8,81972.48,83466.62,206.23491,1741964399999,17128292.56629770,4982,131.69075000,10938108.36634940,0,82081.89950000001,82390.802,84065.16215,82819.44511524538,82431.91822641954,82312.04964276015,64.46562780595384,False,False,387.52688882584334,160.23690380923838,227.28998501660496,False,False,84031.54614892305,82081.89950000001,80132.25285107698,0.04750491060268498,0.8551208883837709,9511.513139581573,11.395589206297768,97.64276237272249,97.48630218268045,False,False,1098.6116899999997,150.609372,1.369336497864157,-0.0019099245524795139,0.015599460389909687,3.7419988972837372
